客户编号,A1,A3,A4,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A20
5019,,X120923,410000,99.0,XW9,X1,,,1,T1,6,ZC0,-0.1732604666760052,2041 days,,A2
5020,,X121524,510000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2123 days,,A2
5021,,X320429,130000,99.0,XW9,,,,1,T0,3,ZC3,-0.1732604666760052,3007 days,,A2
5022,,X030233,500000,30.0,XW0,X1,,B,2017,T1,6,ZC0,-0.1732604666760052,2498 days,,A2
5023,A9,X320424,430000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3375 days,,A2
5024,,X522126,450000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2972 days,,A2
5025,,X320429,130000,99.0,XW4,X1,,,1,T0,6,ZC9,-0.1732604666760052,2215 days,,A2
5026,,X120922,510000,99.0,XW9,X1,,,1,T2,N,ZC9,-0.1732604666760052,2684 days,,A2
5027,,X302501,530000,30.0,XW0,,,B,2020,T0,N,,-0.1732604666760052,3351 days,,A2
5028,,X030235,500000,30.0,XW0,X1,,B,2009,T0,5,,-0.1732604666760052,2341 days,,A2
5029,,X520221,450000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3298 days,,A2
5030,,X120123,610000,30.0,XW0,X1,,B,2018,T0,N,ZC9,-0.1732604666760052,2507 days,,A2
5031,A9,X322525,130000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3573 days,,A2
5032,,X110311,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3152 days,,A2
5033,,X520422,450000,30.0,XW0,,,B,2019,T0,3,,-0.1732604666760052,3025 days,,A2
5034,,X121322,510000,50.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2138 days,,A2
5035,,X020225,500000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2062 days,,A2
5036,A9,X522325,150000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3570 days,,A2
5037,,X481581,440000,60.0,XW0,,,,1,T0,3,ZC9,-0.1732604666760052,2925 days,,A2
5038,,X202301,620000,30.0,XW0,X1,,B,2012,T2,5,ZC4,-0.1732604666760052,2500 days,,A2
5039,,X320525,130000,40.0,XW0,X1,,,1,T1,1,ZC9,5.6550643534038745,2314 days,,A2
5040,,X121621,510000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,1979 days,,A2
5041,,X422322,140000,70.0,XW0,,,,1,T1,4,ZC9,-0.1732604666760052,2920 days,,A2
5042,,X120224,410000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2684 days,,A2
5043,,X422325,140000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,3048 days,,A2
5044,,X123126,510000,99.0,XW9,X4,,,1,T0,1,,-0.1732604666760052,2005 days,,A2
5045,,X180781,510000,99.0,XW0,X1,,,1,T1,1,ZC9,-0.1732604666760052,2281 days,,A2
5046,,X332932,530000,99.0,XW9,,,,1,T2,5,ZC9,-0.1732604666760052,2655 days,,A2
5047,,X322825,130000,70.0,XW1,X1,,,1,T2,1,ZC2,5.926877808811399,1963 days,,A2
5048,A9,X630732,360000,20.0,XW4,,,B,1,T0,N,ZC0,-0.1732604666760052,3594 days,,A2
5049,,X180381,210000,30.0,XW0,,,B,1,T0,3,ZC9,-0.1732604666760052,2935 days,,A2
5050,,X181681,510000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2166 days,,A2
5051,,X120329,410000,30.0,XW0,,,B,2017,T0,N,ZC9,-0.1732604666760052,3288 days,,A2
5052,,X121621,510000,99.0,XW0,X1,,,1,T1,1,ZC9,-0.1732604666760052,2172 days,,A2
5053,,X101304,510000,99.0,XW0,X1,,,1,T1,6,ZC3,-0.1732604666760052,2199 days,,A2
5054,,X320622,130000,99.0,XW9,X1,,,1,T0,3,ZC0,-0.1732604666760052,2039 days,,A2
5055,,X120521,510000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2080 days,,A2
5056,,X100703,210000,99.0,XW0,X1,,,1,T2,4,ZC0,-0.1732604666760052,2100 days,,A2
5057,,X122324,510000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,2570 days,,A2
5058,A9,X520128,350000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3384 days,,A2
5059,,X522924,650000,99.0,XW9,,,,1,T0,N,ZC2,-0.1732604666760052,3176 days,,A2
5060,,X322127,630000,99.0,XW9,,,,1,T0,1,ZC0,-0.1732604666760052,2934 days,,A2
5061,,X101303,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2178 days,,A2
5062,,X321124,430000,30.0,XW0,,,B,2016,T1,1,ZC3,-0.1732604666760052,2719 days,,A2
5063,,X121725,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3300 days,,A2
5064,,X320422,430000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2982 days,,A2
5065,,X100902,510000,20.0,XW4,X1,,B,2019,T0,3,,-0.1732604666760052,2958 days,,A2
5066,,X620123,360000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,2149 days,,A2
5067,,X480881,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3177 days,,A2
5068,,X080381,500000,99.0,XW0,X1,,,1,T1,5,ZC9,-0.1732604666760052,1953 days,,A2
5069,,X320122,430000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2909 days,,A2
5070,,X222121,520000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2897 days,,A2
5071,,X420524,440000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,3029 days,,A2
5072,A9,X280283,320000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3397 days,,A2
5073,,X232630,520000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,2939 days,,A2
5074,,X320922,430000,30.0,XW0,,,B,2015,T0,1,ZC9,-0.1732604666760052,2991 days,,A2
5075,,X280581,220000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2697 days,,A2
5076,,X121522,410000,99.0,XW9,X1,,,1,T1,6,,-0.1732604666760052,2012 days,,A2
5077,,X120823,510000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2090 days,,A2
5078,,X320325,530000,30.0,XW0,,,B,2017,T0,1,,-0.1732604666760052,3047 days,,A2
5079,,X120823,510000,30.0,XW0,X1,,B,2020,T0,N,ZC9,-0.1732604666760052,3216 days,,A2
5080,,X520428,150000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3262 days,,A2
5081,,X030234,500000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3185 days,,A2
5082,A9,X220522,320000,30.0,XW0,,,B,1,T0,N,,-0.1732604666760052,3560 days,,A2
5083,,X122429,610000,60.0,XW0,,,,1,T0,6,ZC2,-0.1732604666760052,2849 days,,A2
5084,A9,X522227,350000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3601 days,,A2
5085,,X380982,130000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3201 days,,A2
5086,,X620427,360000,99.0,XW4,X1,,,1,T1,1,ZC9,-0.1732604666760052,2789 days,,A2
5087,,X522224,150000,99.0,XW0,,,,1,T2,5,ZC0,-0.1732604666760052,2731 days,,A2
5088,,X200104,420000,20.0,XW4,X1,,,2017,T1,4,ZC0,-0.1732604666760052,2028 days,,A2
5089,,X502101,650000,99.0,XW9,,,,1,T0,5,ZC0,-0.1732604666760052,3060 days,,A2
5090,,X520525,350000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,3059 days,,A2
5091,A9,X122828,410000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3374 days,,A2
5092,,X222822,620000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2944 days,,A2
5093,,X421823,440000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2983 days,,A2
5094,,X120122,510000,30.0,XW9,X1,,B,1,T2,1,ZC9,-0.1732604666760052,2226 days,,A2
5095,,X120527,410000,99.0,XW0,X1,,,1,T0,6,ZC0,-0.1732604666760052,2194 days,,A2
5096,A9,X421221,340000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3593 days,,A2
5097,,X710911,370000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3229 days,,A2
5098,,X123821,510000,99.0,XW0,X1,,,1,T2,6,ZC4,-0.1732604666760052,2140 days,,A2
5099,,X123824,510000,30.0,XW0,X1,,,2016,T0,5,ZC3,-0.1732604666760052,1976 days,,A2
5100,,X522122,450000,30.0,XW0,,,,1,T1,6,ZC9,-0.1732604666760052,2553 days,,A2
5101,,X425121,440000,50.0,XW9,,,,1,T0,0,ZC9,-0.1732604666760052,2936 days,,A0
5102,,X121024,510000,99.0,XW0,X1,,,1,T0,5,,-0.1732604666760052,2328 days,,A2
5103,,X722929,370000,99.0,XW9,,,,1,T2,3,ZC9,-0.1732604666760052,2677 days,,A2
5104,,X122825,410000,99.0,XW0,X1,,,1,T2,6,,-0.1732604666760052,2777 days,,A2
5105,,X522625,450000,30.0,XW0,,,B,2009,T2,3,ZC4,-0.1732604666760052,2693 days,,A2
5106,,X120228,310000,99.0,XW0,,,,1,T1,6,ZC9,-0.1732604666760052,2722 days,,A2
5107,,X123029,510000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,1925 days,,A2
5108,,X122523,610000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2937 days,,A2
5109,,X222129,420000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,1999 days,,A2
5110,,X222428,520000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,2514 days,,A2
5111,,X780481,370000,99.0,XW9,,,,1,T0,5,ZC3,-0.1732604666760052,2973 days,,A2
5112,A9,X220922,320000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3385 days,,A2
5113,,X522322,650000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3346 days,,A2
5114,,X110811,510000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,1971 days,,A2
5115,,X380182,130000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2931 days,,A2
5116,,X320522,430000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2977 days,,A2
5117,,X421227,340000,99.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,3000 days,,A2
5118,,X381181,130000,99.0,XW0,X1,,,1,T2,1,ZC0,-0.1732604666760052,2126 days,,A2
5119,,X222823,420000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,2142 days,,A2
5120,,X320427,130000,99.0,XW9,X1,,,1,T1,6,ZC0,-0.1732604666760052,1964 days,,A2
5121,,X480881,140000,99.0,XW0,,,,1,T2,0,ZC3,-0.1732604666760052,2723 days,,A2
5122,,X420823,340000,20.0,XW4,,,B,2020,T0,N,ZC9,-0.1732604666760052,3322 days,,A2
5123,,X222926,620000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2954 days,,A2
5124,,X422724,140000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,1943 days,,A2
5125,,X322225,530000,99.0,XW9,,,,1,T0,4,,-0.1732604666760052,2950 days,,A2
5126,,X120321,610000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2939 days,,A2
5127,,X720827,370000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3221 days,,A2
5128,,X030236,500000,99.0,XW0,X1,,,1,T1,6,ZC3,-0.1732604666760052,2125 days,,A2
5129,,X222822,420000,99.0,XW0,X1,,,1,T2,3,ZC3,-0.1732604666760052,2498 days,E4710,A2
5130,,X121222,510000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,2164 days,,A2
5131,,X121025,510000,99.0,XW9,X1,,,1,T1,1,ZC9,-0.1732604666760052,1941 days,,A2
5132,,X120125,510000,99.0,XW9,X1,,,1,T2,1,ZC9,-0.1732604666760052,2500 days,,A2
5133,,X580881,450000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2505 days,,A2
5134,,X102701,410000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2687 days,,A2
5135,,X380283,130000,99.0,XW0,X1,,,1,T1,5,ZC9,-0.1732604666760052,2141 days,,A2
5136,,X222223,520000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3300 days,,A2
5137,,X380185,130000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2122 days,,A2
5138,,X103701,510000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2014 days,,A2
5139,,X220221,520000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3196 days,,A2
5140,,X320221,130000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2059 days,,A2
5141,,X120521,510000,30.0,XW0,X1,,,2014,T1,1,ZC9,-0.1732604666760052,2258 days,,A2
5142,,X222821,620000,40.0,XW9,,,,1,T0,3,ZC9,-0.1732604666760052,2918 days,,A2
5143,,X010113,500000,40.0,XW0,X1,,,1,T1,1,ZC9,-0.1732604666760052,2157 days,,A2
5144,,X380481,430000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2941 days,,A2
5145,,X101502,510000,30.0,XW0,,,B,2016,T0,6,ZC9,-0.1732604666760052,2976 days,,A2
5146,,X122921,510000,30.0,XW9,X1,,,1,T1,1,ZC9,-0.1732604666760052,1926 days,,A2
5147,,X123821,510000,99.0,XW9,X1,,,1,T0,3,ZC0,-0.1732604666760052,2106 days,,A2
5148,,X321021,430000,30.0,XW0,,,B,2017,T1,6,ZC0,-0.1732604666760052,2735 days,,A2
5149,,X123021,510000,20.0,XW4,X1,,J,2017,T1,5,ZC9,-0.1732604666760052,2505 days,,A2
5150,,X120922,510000,99.0,XW0,X1,,,1,T2,1,ZC4,-0.1732604666760052,2041 days,,A2
5151,,X300902,530000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3343 days,,A2
5152,,X209001,420000,60.0,XW0,,,,1,T2,5,ZC9,-0.1732604666760052,2664 days,,A2
5153,,X100802,510000,30.0,XW0,X1,,,2016,T1,6,ZC9,-0.1732604666760052,2104 days,,A2
5154,,X580881,450000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2919 days,,A2
5155,,X020223,500000,99.0,XW0,,,,1,T2,1,ZC3,-0.1732604666760052,2655 days,,A2
5156,,X330131,130000,99.0,XW9,X1,,,1,T0,6,,-0.1732604666760052,2023 days,,A2
5157,,X320629,530000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2954 days,,A2
5158,,X481881,440000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2507 days,,A2
5159,,X080383,500000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2138 days,,A2
5160,,X010113,500000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2040 days,,A2
5161,,X701502,370000,99.0,XW0,X1,,,1,T2,4,ZC0,-0.1732604666760052,2092 days,,A2
5162,,X120623,510000,99.0,XW0,X1,,,1,T2,1,ZC3,-0.1732604666760052,2122 days,,A2
5163,,X101302,510000,30.0,XW0,X1,,,1,T1,0,ZC3,5.747402288791966,2179 days,,A2
5164,,X322529,130000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2134 days,,A2
5165,,X520122,150000,99.0,XW9,,,,1,T0,1,ZC9,-0.1732604666760052,2943 days,,A2
5166,,X302101,530000,20.0,XW4,X1,,,2012,T0,N,ZC9,-0.1732604666760052,2207 days,,A2
5167,,X020225,500000,99.0,XW9,X1,,,1,T0,6,ZC0,-0.1732604666760052,1938 days,,A2
5168,,X120125,510000,30.0,XW9,X1,,,2016,T2,N,ZC9,-0.1732604666760052,2265 days,,A2
5169,,X030235,500000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,2222 days,,A2
5170,,X120121,510000,99.0,XW9,X1,,,1,T0,5,ZC0,-0.1732604666760052,2162 days,,A2
5171,,X121121,410000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2950 days,,A2
5172,,X330638,130000,99.0,XW0,X1,,,1,T2,6,,-0.1732604666760052,2308 days,,A2
5173,,X504003,650000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2781 days,,A2
5174,,X123922,510000,99.0,XW9,X1,,,1,T0,5,ZC0,-0.1732604666760052,1980 days,,A2
5175,,X380582,130000,99.0,XW0,X1,,,1,T2,3,,-0.1732604666760052,2285 days,,A2
5176,,X422325,140000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3216 days,,A2
5177,,X121022,210000,99.0,XW9,,,,1,T0,5,ZC9,-0.1732604666760052,2992 days,,A2
5178,,X122829,410000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2919 days,,A2
5179,,X222426,620000,60.0,XW0,X1,,,1,T2,4,ZC9,5.630457815676827,1997 days,,A2
5180,,X101002,510000,99.0,XW9,X1,,,1,T1,5,ZC9,-0.1732604666760052,2106 days,,A2
5181,,X222429,620000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2941 days,,A2
5182,,X380281,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2183 days,,A2
5183,,X402401,340000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2029 days,,A2
5184,,X281181,420000,50.0,XW9,,,,1,T2,1,ZC9,-0.1732604666760052,2623 days,,A2
5185,,X302301,230000,99.0,XW0,X1,,,1,T2,4,ZC3,-0.1732604666760052,2170 days,,A2
5186,,X320223,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2333 days,,A2
5187,A9,X500803,450000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3384 days,,A2
5188,,X121023,510000,99.0,XW0,X1,,,1,T2,4,ZC9,-0.1732604666760052,1927 days,,A2
5189,A9,X202401,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3564 days,,A2
5190,,X020222,500000,99.0,XW9,X1,,,1,T0,5,ZC0,-0.1732604666760052,2117 days,,A2
5191,,X120327,410000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3299 days,,A2
5192,,X121321,510000,99.0,XW0,X1,,,1,T2,5,ZC0,-0.1732604666760052,2152 days,,A2
5193,,X121027,510000,99.0,XW0,X1,,,1,T2,5,ZC0,-0.1732604666760052,2210 days,,A2
5194,,X210116,420000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,2124 days,,A2
5195,,X181081,510000,99.0,XW0,X1,,,1,T0,0,ZC3,-0.1732604666760052,2035 days,,A2
5196,,X422423,340000,30.0,XW0,X1,,B,2017,T0,1,,-0.1732604666760052,2491 days,,A2
5197,,X121325,510000,99.0,XW0,X1,,,1,T2,3,ZC4,-0.1732604666760052,2274 days,,A2
5198,,X209001,420000,20.0,XW0,,,,1,T2,1,ZC3,5.9039201627877125,2660 days,,A2
5199,,X302700,230000,99.0,XW9,X1,,,1,T1,6,ZC9,-0.1732604666760052,2131 days,,A2
5200,,X320423,130000,99.0,XW0,X1,,,1,T2,5,,-0.1732604666760052,2007 days,,A2
5201,,X320223,230000,99.0,XW0,X1,,,1,T2,3,ZC4,-0.1732604666760052,2497 days,,A2
5202,,X320421,230000,30.0,XW0,,,B,2018,T1,3,ZC9,-0.1732604666760052,2686 days,,A2
5203,A1,X220921,320000,40.0,XW0,X1,,,1,T1,6,ZC1,-0.1732604666760052,2765 days,,A2
5204,,X322724,530000,99.0,XW0,,,,1,T2,6,,-0.1732604666760052,2644 days,,A2
5205,,X330633,130000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2166 days,,A2
5206,,X320421,130000,99.0,XW0,,,,1,T2,4,ZC9,-0.1732604666760052,2679 days,,A2
5207,,X380481,130000,99.0,XW9,X1,,,1,T0,6,ZC9,5.7408067219785295,2040 days,,A2
5208,,X200403,620000,99.0,XW9,,,,1,T0,N,ZC3,-0.1732604666760052,3277 days,,A2
5209,,X222425,520000,30.0,XW0,,,B,2019,T0,N,,-0.1732604666760052,3005 days,,A2
5210,,X222125,520000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3172 days,,A2
5211,,X221023,420000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2947 days,,A2
5212,,X121321,410000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2983 days,,A2
5213,,X220821,420000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2074 days,,A2
5214,,X380181,130000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,1972 days,,A2
5215,,X320927,130000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2065 days,,A2
5216,,X101304,510000,99.0,XW0,X1,,,1,T1,4,ZC9,-0.1732604666760052,2154 days,,A2
5217,,X300702,430000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,2922 days,,A2
5218,,X121324,510000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2301 days,,A2
5219,,X380982,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2361 days,,A2
5220,,X222326,520000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2899 days,,A2
5221,,X122726,410000,99.0,XW9,,,,1,T0,6,ZC9,-0.1732604666760052,3003 days,,A2
5222,,X120723,410000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,2971 days,,A2
5223,,X303103,530000,99.0,XW9,,,,1,T0,1,,-0.1732604666760052,2969 days,,A2
5224,,X120722,510000,30.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,1965 days,,A2
5225,A9,X425224,440000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3562 days,,A2
5226,,X080381,500000,99.0,XW9,,,,1,T1,3,ZC9,-0.1732604666760052,1954 days,,A2
5227,A9,X121422,210000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3560 days,,A2
5228,,X401602,340000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3350 days,,A2
5229,,X222129,520000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3201 days,,A2
5230,,X721322,370000,99.0,XW9,X1,,,1,T2,6,ZC9,-0.1732604666760052,2558 days,,A2
5231,,X120722,510000,99.0,XW0,X1,,,1,T0,6,ZC3,-0.1732604666760052,2188 days,,A2
5232,,X222425,520000,30.0,XW0,,,B,2019,T0,3,,-0.1732604666760052,3052 days,,A2
5233,,X220721,220000,99.0,XW9,,,,1,T0,6,ZC0,-0.1732604666760052,2977 days,,A2
5234,,X122324,610000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,2984 days,,A2
5235,,X222322,520000,99.0,XW9,,,,1,T0,N,ZC0,-0.1732604666760052,3305 days,,A2
5236,,X121324,510000,99.0,XW9,X1,,,1,T1,3,ZC9,-0.1732604666760052,2230 days,,A2
5237,,X020222,500000,99.0,XW0,X1,,,1,T1,6,ZC3,-0.1732604666760052,1925 days,,A2
5238,,X522226,450000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2922 days,,A2
5239,,X380984,130000,99.0,XW9,X1,,,1,T0,5,,-0.1732604666760052,2224 days,,A2
5240,,X480882,440000,30.0,XW0,X1,,B,2012,T2,5,ZC4,-0.1732604666760052,2753 days,,A2
5241,,X520421,150000,99.0,XW0,,,,1,T1,6,ZC4,-0.1732604666760052,2707 days,,A2
5242,,X220624,320000,99.0,XW9,,,,1,T0,6,,-0.1732604666760052,2894 days,,A2
5243,,X420826,340000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2187 days,,A2
5244,,X180182,510000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2105 days,,A2
5245,,X220321,420000,99.0,XW9,X1,,,1,T2,4,ZC9,-0.1732604666760052,2077 days,,A2
5246,,X080381,500000,99.0,XW0,X1,,,1,T1,6,ZC9,-0.1732604666760052,2258 days,,A2
5247,,X330635,130000,99.0,XW0,X1,,,1,T2,3,ZC9,-0.1732604666760052,2145 days,,A2
5248,,X220922,320000,99.0,XW9,X1,,,1,T2,1,ZC9,-0.1732604666760052,2501 days,,A2
5249,,X330430,130000,30.0,XW0,,,B,2019,T0,N,,-0.1732604666760052,3188 days,,A2
5250,,X323523,530000,70.0,XW0,X1,,,1,T2,0,ZC9,5.655571704697215,2769 days,,A2
5251,,X422227,140000,99.0,XW9,,,,1,T2,1,ZC9,-0.1732604666760052,2038 days,,A2
5252,,X100702,510000,60.0,XW0,X1,,,1,T0,4,ZC4,-0.1732604666760052,2890 days,,A2
5253,,X121621,510000,99.0,XW0,X1,,,1,T1,5,ZC9,-0.1732604666760052,2316 days,,A2
5254,,X520621,450000,99.0,XW9,,,,1,T0,5,,-0.1732604666760052,3006 days,,A2
5255,,X320221,130000,99.0,XW9,X1,,,1,T0,1,ZC9,-0.1732604666760052,2213 days,,A2
5256,,X380283,130000,99.0,XW9,X1,,,1,T2,3,ZC9,-0.1732604666760052,2122 days,,A2
5257,,X080381,500000,99.0,XW9,X1,,,1,T2,4,ZC9,-0.1732604666760052,2166 days,,A2
5258,,X421224,440000,99.0,XW9,,,,1,T0,5,ZC3,-0.1732604666760052,2955 days,,A2
5259,,X120823,510000,99.0,XW9,X1,,,1,T1,1,ZC4,-0.1732604666760052,2149 days,,A2
5260,,X310119,230000,99.0,XW9,X1,,,1,T0,3,ZC9,-0.1732604666760052,2063 days,,A2
5261,,X122927,410000,99.0,XW0,X1,,,1,T2,5,ZC9,-0.1732604666760052,2523 days,,A2
5262,,X121024,510000,30.0,XW0,X1,,,2009,T0,1,ZC9,-0.1732604666760052,2042 days,,A2
5263,,X130632,610000,99.0,XW9,,,,1,T0,3,,-0.1732604666760052,2972 days,,A2
5264,,X000102,500000,99.0,XW9,X1,,,1,T0,6,ZC9,-0.1732604666760052,2154 days,,A2
5265,,X380481,130000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2226 days,,A2
5266,,X330635,130000,99.0,XW9,X1,,,1,T0,3,,-0.1732604666760052,2090 days,,A2
5267,,X000102,500000,99.0,XW0,X1,,,1,T1,3,ZC9,-0.1732604666760052,2203 days,,A2
5268,,X121526,510000,99.0,XW9,X1,,,1,T0,N,,-0.1732604666760052,3292 days,,A2
5269,,X030236,500000,99.0,XW0,,,,1,T2,3,ZC0,-0.1732604666760052,2649 days,,A2
5270,A9,X522327,650000,99.0,XW9,,,,1,T0,N,ZC9,-0.1732604666760052,3573 days,,A2
5271,,X122823,410000,30.0,XW0,X1,,B,2018,T1,3,ZC4,-0.1732604666760052,2504 days,,A2
5272,,X522624,450000,99.0,XW9,,,,1,T0,6,ZC3,-0.1732604666760052,3063 days,,A2
5273,A9,X602202,360000,99.0,XW9,,,,1,T0,N,,-0.1732604666760052,3361 days,,A2
5274,,X400202,440000,20.0,XW4,X1,,B,2017,T0,3,ZC9,-0.1732604666760052,2505 days,,A2
5275,,X030231,500000,10.0,XW3,X1,,,1,T2,5,ZC9,-0.1732604666760052,2162 days,,A2
5276,,X101304,510000,99.0,XW9,X1,,,1,T0,6,ZC9,5.742582451505224,2994 days,,A2
5277,,X322421,130000,99.0,XW9,X1,,,1,T0,5,ZC9,-0.1732604666760052,2076 days,,A2
5278,,X520422,450000,99.0,XW9,X1,,,1,T0,4,ZC9,-0.1732604666760052,2079 days,,A2
5279,,X120121,510000,99.0,XW9,X1,,,1,T2,5,ZC9,-0.1732604666760052,2123 days,,A2
